"text","hate","hatespeech_G1","annotator_G1","hatespeech_G2","annotator_G2","hatespeech_G3","annotator_G3"
"Agradece-se esse empurrão vindo do outro lado do Atlântico para dar o golpe de misericórdia na famigerada @uniao_europeia 
#BREXIT #PEXIT","0","1","D","0","B","0","D"
"A grande imprensa e a população esquerdista mostram o quão democráticos são ao sequer deixar Trump COMEÇAR a trabalhar!","0","1","E","0","V","0","E"
"A grande questão aqui é por que há tantos furos ilegais vindo de Washington? Haverão estes furos quando eu negociar _ https://t.co/VWfbJSbcoR","0","0","E","0","B","0","D"
"A greve dos Estivadores
https://t.co/EcYwmGj8Aq#RenovarPortugal #PNR","0","0","B","0","B","0","D"
"Aguarela com muitos anos.
#Salazar https://t.co/n00XTL4AiC","0","1","A","0","V","0","A"
"água ser essencial é coisa de maricas. Cerveja é essencial !","1","1","D","1","It","1","B"
"ahahaha ..as musas de direita destroem qualquer petista, como a gleisi hoffman https://t.co/1eHxXa6cNB","0","0","C","0","B","0","C"
"A hipocrisia esquerdista em sua mais alta essência aqui. Somos nós que temos ódio @fernandaemelo? VAI DAÍ PORRA https://t.co/Rchflhftvg","1","1","B","0","V","1","C"
"ah lá o filho do porteiro passou no enem","0","0","B","1","It","0","D"
"'ah mas artista tal eh gorda, ela eh feia. tem tanto dinheiro e n melhora' TE FODE GAROTA NÃO EH PQ ELA EH FAMOSA Q ELA TEM Q SER PERFEITA","1","1","E","1","I","1","A"
"Ah, o perigo do Islão, e tal, e a civilização europeia, e não sei quê. https://t.co/GBJPgWqhYO","0","1","D","0","I","0","D"
"Ah, porque o nacionalismo deste gajo é económico e é tão económico quanto o do PCP. Com a diferença de o PCP não querer Angola de volta.","0","0","A","0","I","0","A"
"Ah, valente! E para a mortalidade infantil em Angola, não vai nada, oh isabel? https://t.co/q7yFNtpRVC","0","1","C","0","It","0","D"
"'Ah você não tem dó dos presidiários'
Deles não tenho mesmo não, tenho das vítimas que fazem.","0","1","D","0","V","0","C"
"A identidade não se vende https://t.co/0FBKzmmuCV","0","1","E","0","V","0","C"
"A ideologia de gênero chegou no seu mais alto grau de insanidade. Qual é sua identidade de gênero? ALIENÍGENA..OK... https://t.co/FGLJ5hbm68","0","0","B","0","B","0","D"
"~ Ai, fiz 1 piada sexista e machista mas não sou nada disso, vc que é burra e não tem senso de humor ~ FELIZ DIA DA MULHER","1","1","D","1","V","0","D"
"“ai, luigi, mas vc ta militando? q saco”
.
pois é pq eu entendo os privilégios que eu tenho por ter nascido homem branco","1","1","A","1","V","0","C"
"A imagem que define o que são esquerda e direita:
Esquerda = vagabundo mascarado.
Direita = patriota com a bandeir _ https://t.co/yDs4P8MdA4","1","1","A","0","B","1","E"
"Ai meu deus como é bom ser vida loka","0","0","A","0","V","0","B"
"A imprensa sempre do lado dos bandidos. 
Pra quem ainda tinha alguma dúvida:
https://t.co/k541HxiCN3","0","1","D","0","Dani","0","A"
"Aí não é ''suspeito'', né seus VAGABUNDOS!?!! É 'comprovado'. 
Mas se for bandido ATIRANDO contra PM em carro ROUB _ https://t.co/aj3PkB9oBH","1","1","A","1","V","0","E"
"Ainda a propósito do @sosracismo e afins, aqui ficam palavras alguém do próprio sistema: Pacheco Pereira. _ https://t.co/jQQD7yyJOu","1","1","A","1","V","0","C"
"Ainda bem q ontem a FIFA n atribuiu o prémio 'fair-play' à Chapecoense.
Temos de parar de premiar equipas cujos jogadores se atiram p o chão","0","1","B","0","I","0","D"
"ainda bem que eu sou sapatão e não preciso disso","0","0","B","0","B","0","D"
"ainda bem que o crivella ganhou, imagina só o rio com droga legalizada, sem PM e aborto liberado???","0","1","D","0","S","0","A"
"Ainda bem que o STF soltou o goleiro BRUNO.. agora sabemos a FALTA de moral que tem.... caso do Bolsonaro é mais uma piada do STF #vergonha","0","0","E","0","V","0","D"
"ainda bem que o trump ganhou imagina só o mundo sem nenhuma guerra e preconceito???? nossa muito chato 
NÓS QUER É BOMBA NA COREIA","0","1","C","0","Dani","0","A"
"ainda estou surpreendida com a cara de sapatão dessa camilinha https://t.co/yGYxHrvIl8","1","1","C","1","It","0","C"
"Ainda não acredito que não estarei em #Recife dia 24/07 no #oquartosecreto com a @angelicamorango. Serio! Saco! #boloderolofeelings","0","0","C","0","S","0","C"
"ainda que eu falasse a lingua dos homens e dos anjos, usaria ambas pra denegrir sua imagem","0","1","C","0","B","0","B"
"ainda tem tráfico pq tem gente que compra
se a compra voltasse a ser crime tudo estaria em harmonia","0","1","B","0","Dani","0","A"
"'ain mas de repente nem foi assim'. Mano, pq vcs acham q eu postei isso sem ler o texto? É um apelo à meritocracia q nem diz o título.","0","0","B","0","It","0","C"
"- 'Ain o Dória está indo bem nesse últimos 2 meses,se ele candidatar para presidente pelo PSDB em 2018 votaria nele _ https://t.co/0Y3fFPk7Bm","0","0","B","0","I","0","B"
"A internet é nossa! As Feministas/e cia infiltradas nos órgãos da Justiça buscam combater essa crescente por meio da censura via justiça.","1","1","C","1","It","0","A"
"A intoxicação e mariquice mental da ditadura do relativismo anulam os valores e enfraquecem as vontades. Depois são _ https://t.co/qva99FyYk9","0","1","B","0","B","0","D"
"Ai q gostoso a Cléo Pires fumando um e publicando na NET pq o privilégio branco e de classe eh tão lindo *_* https://t.co/fXQslfyu57","0","1","C","0","I","0","C"
"ai que saudade da ditadura............","1","1","E","1","B","0","E"
"ai socorro jesus deixa essa mulher no programa por favor só pra gente ouvir ela botar conceitos físicos na cozinha #MasterChefBR","0","0","B","1","V","0","C"
"ai tem muito preto no bbb nem vo assistir kkk","1","1","C","1","I","1","B"
"Aí #TheWalkingDead deixa de ser sobre zumbis e vira jogos mortais","0","0","B","0","V","0","C"
"Ai vc chega no colegio super cansada do trabalho e curso e encontra o grupinho das sapatao falando de ex. Se uma coisa que sapatao tem é ex.","1","1","A","1","V","0","B"
"A @jublackpower é sensacional!","0","0","A","0","B","0","A"
"@ajulysantos e era de direita.... essa menina tem transtorno de personalidade ou algo pior...","0","1","D","0","I","0","A"
"@ajulysantos isso! A mulher não precisa ser obrigatoriamente feminista para ser mulher , porque a maioria não comp _ https://t.co/8NjZxoMtV5","0","0","A","0","Dani","0","E"
"@ajulysantos isso é coisa de seres humanos!","0","1","E","0","V","0","E"
"@ajulysantos Ju, você tá mais corada! Andou pegando uma praia!!!","0","0","D","0","B","0","E"
"@ajulysantos me senti segura nesse dia  https://t.co/UzcdIOTIYc","0","0","A","0","S","0","C"
"@ajulysantos nao esqueça que ele quer receber refugiados de guerra, vai islamizar o brasil","1","1","C","0","B","1","B"
"@ajulysantos Novo filme: 'O Curioso Caso de Quem Sempre Atacou A Igreja Católica e o Cristianismo Mas Agora Defende o Papa Francisco'","0","1","D","0","I","0","E"
"@ajulysantos Pra ser mulher hoje em dia e aguentar o movimento feminista...tem que ser muito macho. kkkkk","1","1","B","1","V","0","D"
"@ajulysantos que nada, aqui na quebrada a molecada é arisca hahahahaha","0","1","A","0","S","0","E"
"@ajulysantos que não é caso da brasileira..porque com 5 kg de cocaína..é o peso de um bulldogue frances","0","1","B","0","V","0","E"
"A Justiça tem que estar ao serviço de todos e não à mercê de privilégios de uns quantos.
@govpt @antoniocostapm 
https://t.co/s4IjrxP8vM","1","1","A","1","It","0","D"
"ALÔ FEMINISTA:
ATÉ A PORTELA VOLTOU
E O SEU PAI NADA","1","1","E","1","It","0","A"
"ALÔ FEMINISTAS
ATÉ #JesusEstáVoltando
E O SEU PAI NÃO","1","1","A","1","Dani","0","D"
"ALÔ FEMINISTAS:
ATÉ UM SISTEMA SOLAR RESOLVEU APARECER
E O SEU PAI NADA https://t.co/ysRnqpzvOX","1","1","D","1","I","0","D"
"ALÔ RAPAZIADA HORA DE DESLIGAR DA REDE SOCIAL
AGORA É SABADÃO: CHURRASCÃO CERVEJÃO E MAIS TARDE PRATICAR AQUELE COITO. ABRAÇO A TODOS #PAZ","0","0","B","0","S","0","A"
"ALÔ RAPAZIADA: VAMOS RESPEITAR AS DONZELAS SEUS PORCOS BÊBADOS IMUNDOS #PAZ #CarnavalSemAssedio #usecamisinha https://t.co/Rl59UAYqqA","1","1","C","1","It","1","B"
"A Lava-Jato chegou ao Foro de São Paulo e descobriu que Odebrecht dava dinheiro às FARC.
Que lindo trabalho da Pol _ https://t.co/kFuK9cCOT5","0","0","E","0","S","1","B"
"'@AleMagnnusb: @gentebranca1 Seu perfil fala mau de gente branca e eu sou racista? Coerência, cadê?' http://t.co/3LqJR2tN85","0","1","E","0","Dani","0","C"
"@AleMagnnusb não é racismo nem machismo esteriotipar uma mulher por causa dolugar que ela nasceu ne claro que não","1","1","D","1","Dani","0","C"
"@AleMagnnusb racista-machista sem argumentos, é o que mais tem","0","1","C","0","B","0","C"
"@AleMagnnusb vc devia calar a boca pq vc é tão racista quanto","1","1","B","1","S","0","D"
"@AlemaoTheo Tb não entendo.. Concordo com vc.,","0","0","C","0","B","0","B"
"Além da tremenda baboseira, a quantidade de erros de português é absurda! Qq meio de comunicação sério teria vergon _ https://t.co/GL3iqhkscG","1","1","E","1","It","0","B"
"@AlentejanoD86 é uma questão de hábito","0","0","E","0","S","0","D"
"@AlentejanoD86 por falar em abafar, sabes se o Jesus janta hoje com o Palhinha?","0","0","D","0","I","0","A"
"@AlentejanoD86 vamos ficar por aqui antes que fique excitado.","0","0","D","1","I","0","B"
"#ALERTA do Jornalista #AlexandreGarcia
 Adquira os Livros 'A IDEOLOGIA DE GÊNERO NA EDUCAÇÃO' e 'FAMÍLIAS EM... https://t.co/QS1I1jxfTI","0","0","E","0","V","0","A"
"@alex_borges @mvsmotta @BlogDoPim @andreazzaeditor Deixa o chefe Olavo saber disso, rrsss... ST!","0","0","C","0","I","1","B"
"#AlexandraParkClub
Este paraíso apenas 40min de Curitiba, no Litoral...
Faça seu Evento (Empresas, Igrejas,... https://t.co/C4e3YzUpSf","0","0","D","0","I","0","B"
"#AlexandredeMorais é novo ministro do #STF. Somente 13 senadores rejeitaram seu nome. 13 PESSOAL.KKK KKKKKKKKK","0","0","B","1","S","0","E"
"@alexandregarcia eu te amo!","0","0","C","0","It","0","C"
"@alexandrekirwan Melhor forma de ajudar os refugiados é levar a cultura ocidental pra lá, não o contrário! Só estão espalhando o problema.","1","1","C","1","V","0","C"
"Alexandre Moraes não deveria sequer ter sido Ministro, agora ocupará uma cadeira no STF? Gsus","0","1","A","0","B","0","C"
"Alexandres de Morais, é novo ministro do #STF. Somente 13 senadores votaram contra ele. 13 pessoal.kkkk https://t.co/aA4A555zlP","0","1","D","0","Dani","0","D"
"Algarvios, a caravana está a caminho.
E o grego do Batáguas também.
Auditório Verde, 22h.
Bilhetes nos sítios do co _ https://t.co/5tpnwHHJBR","0","0","B","0","B","0","D"
"Algo que incomoda extremamente a esquerda: uma MULHER que não se vende ao discurso barato politicamente correto do _ https://t.co/LEzAkFyHI5","0","0","C","1","S","0","A"
"Alguem aí quer peixe? Pq eu já pesquei vários aqui....
Cheiros a todasssss","0","1","D","0","I","0","A"
"Alguem coloca uma FACA DE UM MUÇULMANO NO PEITO DA MERKEL...PQ É ISSO QUE ACONTECE PELA ALEMANHA https://t.co/sj22qkMA3N","1","1","E","0","I","1","E"
"Alguém consegue ver #ThisIsUs sem chorar litros?","0","0","C","0","I","0","A"
"Alguém consegue ver um guarda-chuva amarelo e não lembrar de how I met your mother? https://t.co/FI3uSXOCaq","0","0","C","0","Dani","0","D"
"alguém faz a adaptação com a foto da Dilma e os 12 milhões de desempregados!!!!","0","0","C","1","It","0","D"
"Alguém por favor pode passar isso na TL do @ohmycavill e dizer que é bom saber como a Esquerda gosta do debate demo _ https://t.co/MGtAITkuvl","0","1","A","0","V","0","A"
"Alguém sabe me dizer se mulher negra se aposenta com idade diferente da mulher branca? https://t.co/mjOvsxHurd","1","1","B","1","V","0","E"
"Alguém sabe se o Habibs já abriu falência com o boicote por causa do menino que morreu de tanto usar droga?","0","1","D","0","I","0","C"
"ALGUÉM TEM QUE AVISA ESSA MOLECADA QUE CARNAVAL NÃO Ê SÓ BEBEDERA E PUTARIA SEM PRESERVATIVO COM ESTRANHOS. ONDE FICA O RESPEITO AO PRÓXIMO?","1","1","E","0","B","1","B"
"Alguém topa uma com a cabeça do @powtergaist empalada? Dê fav pra testar https://t.co/YPC7OOzqJc","0","0","D","0","It","1","B"
"Algumas razões para explicar o Fenômeno Bolsonaro @BolsonaroSP  @FlavioBolsonaro @CarlosBolsonaro  https://t.co/oNGuWlZyMQ","0","1","E","0","V","0","B"
"Alias, isso é uma coisa que algumas mulheres também não sabem e ficam achando que por não gozar com penetração tem algum problema. NÃO TEM!","0","0","C","0","V","0","D"
"Aliás, o universo da publicidade é repleto de bundões !!!!","0","1","A","0","It","0","D"
"Aliás, pra que ver futebol na COPA se você não vai acompanhar nada nos próximos 4 anos de novo. Deixe quem gosta ver em paz!","0","0","B","0","B","0","C"
"Aliás, qualquer reunião a base de violão é um local propicio para um massacre de serra elétrica!  E eu apoio.","1","1","B","1","V","1","D"
"Aliás, quem é essa porra de Felipe Neto? Não sei, mas só de ser Neto já imagino que fracassou!","1","1","C","1","I","0","E"
"Aliás se vc quer xingar alguém direito, não fale da mãe do sujeito, apenas o chame de bundão ! Basta.","0","1","E","0","V","0","A"
"...Aliás, uma #MulherDeVerdade se despe de qualquer preconceito. E vive!","0","1","D","0","V","0","C"
"a lição de hoje da mulher mais burra do brasil é: não pulem de um ônibus em movimento, mesmo se você estiver no último degrau ou na anchieta","1","1","C","1","I","1","B"
"@alienrella @AlexyReis00 @kindlynow__ achas? fufas são useless","0","1","E","0","B","0","A"
"A linda foi colocar no soneca e desligou o despertador, muito inteligente","0","1","A","0","S","0","D"
"@AlineBorel É sério. Qq dia te relato umas boas. Sou especialista pós-graduada em auto flagelação e me formei em 'desligamento': exemplo...","0","1","D","0","V","0","A"
"@AlineBorel Ex: Só hj percebi que vc que é Promoter do Comunidade Morango. Ainda tô tentando descobrir quem é tua sócia.. #tofalando","0","0","A","0","I","0","D"
"@AlineBorel OI! Sugeri um JV e ninguém me deu bola... tá afim? vc te mais moral que eu, vem mais gente. rsrsrs","0","0","E","0","B","1","B"
"A lista de talentos de uma feminista, clique aqui para visualizar https://t.co/tI8fzQk7KX","1","1","C","0","B","1","B"
"@AllyssomH xeque-mate é filmaço!","0","0","B","0","B","0","E"
"a lógica coxinha é:
eu amo o cunha
mas agora q ele foi afastado é ladrao
mas impediram o impeachment!!!
volta cunha!!!","0","1","B","0","V","0","E"
"A Luisa é pesquisadora e lançou esse projeto para apoiar um novo escritor. Ajude com qualquer quantia! Veja mais... https://t.co/22oWkyfG9w","0","0","E","0","S","0","A"
"A luta continua #orgulhohetero !","1","1","D","1","Dani","0","E"
"a maconha que te faz rir é a mesma que faz sua mãe chorar","0","0","B","0","B","0","D"
"16:18 AMADO BATISTA TIRA O 38 DA CINTURA DÁ 3 TIROS PRO ALTO E GRITA 'BOLSONARO 2.018' MUITOS APLAUSOS, ALGUMAS VAIAS","0","0","B","0","B","0","B"
"A mãe da Maddie vai concorrer ao 'Britain's Got Talent'.
Espero que lá vá fazer o seu célebre truque de magia da criança desaparecida","0","1","C","0","I","0","D"
"A mãe do nóia disse que quer justiça
Fácil, prende ela","1","1","A","0","V","1","B"
"'A maior ambição da mulher é despertar o amor.' #MulherDeVerdade","0","0","E","0","B","1","B"
"a maior diferença entre os criminosos e as outras pessoas é que os criminosos são estúpidos o suficiente para serem pegos","0","0","C","1","Dani","0","E"
"a maioria das pessoas só estão vivas porque é ilegal atirar nelas","0","1","D","0","B","0","A"
"A malta do La La Land conseguiu festejar a vitória durante menos tempo do que o Passos e o Portas em 2015!..","0","1","E","0","I","0","E"
"@amandassini @adiosiago eu acho q vc só fala bosta","1","1","A","1","V","1","C"
"@amandassini @adiosiago se vc acha que é racismo me processa","0","1","B","0","B","0","C"
"@amandassini medir minhas palavras? agora além de silenciar a angelica vc quer me silenciar tambem?","0","0","B","0","I","0","A"
"@amandassini não aceita que ela fique na mesma tecla de racismo que só ela sofre, isso é silenciamento","0","0","A","1","It","0","C"
"@amandassini ngm perguntou sua opiniao de branca sobre racismo e vc deu então acho q estamos na mesma","1","1","A","1","B","1","B"
"@amandassini opinião tb dá cadeia cuidado aí fiota","0","1","C","0","V","0","A"
"@amandassini uma branca não concorda que uma negra se ofenda com o racismo q só ela sente e vc quer que eu leve sua opinião em consideração","0","1","E","0","Dani","0","B"
"@amandtra gente e as meninas dando biscoito, acho q vc n eh a mulher mais burra do mundo mais","1","1","A","1","V","1","B"
"Amanhã em Angola é feriado, porque é que aqui também não é?","0","0","A","0","B","0","E"
"Amanhã é sexta-feira ou, como diria a CGTP, um excelente dia para convocar greves na função pública.","0","1","B","0","It","0","D"
"A manifestação em frente à #FCSH. Em causa está o cancelamento da conferência de Nogueira Pinto na universidade
https://t.co/ff3vSFVnEU","0","0","A","0","B","0","D"
"amante de homem fudido é ser burra duas vezes - pepita, mulher","1","1","B","1","It","0","D"
"A Maria Vieira é livre: pensa pela sua cabeça!
Ana Bola é produto do lixo do sistema e por isso tem emprego.
Força, _ https://t.co/XwnwSUJDkR","1","1","E","1","V","0","A"
"Ameaça? Ridículo! Estão é mal habituados: podem dizer o que querem de nós, mas vêem ameaças onde elas não existem. _ https://t.co/M5vuWGJG1E","0","1","C","0","It","0","B"
